scenario,dataset,model,attack,attack_mode,partition,intensity,clean_accuracy_mean,clean_accuracy_std,clean_accuracy_min,clean_accuracy_max,attacked_accuracy_mean,attacked_accuracy_std,attacked_accuracy_min,attacked_accuracy_max,accuracy_drop_pp_mean,accuracy_drop_pp_std,accuracy_drop_pp_min,accuracy_drop_pp_max,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_min,attack_success_rate_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,positive_recall_mean,positive_recall_std,positive_recall_min,positive_recall_max,f1_mean,f1_std,f1_min,f1_max,n,seeds
s1,digits,logistic_regression,membership,confidence_threshold,-,10.000000,0.970000,0.007454,0.963889,0.980556,0.970000,0.007454,0.963889,0.980556,0.000000,0.000000,0.000000,0.000000,0.522286,0.017514,0.497143,0.542857,0.969941,0.007471,0.963876,0.980547,0.969941,0.007471,0.963876,0.980547,0.970025,0.007467,0.963871,0.980609,5,"0,1,2,3,4"
s1,digits,logistic_regression,membership,confidence_threshold,-,20.000000,0.970000,0.007454,0.963889,0.980556,0.970000,0.007454,0.963889,0.980556,0.000000,0.000000,0.000000,0.000000,0.515000,0.017004,0.497059,0.533824,0.969941,0.007471,0.963876,0.980547,0.969941,0.007471,0.963876,0.980547,0.970025,0.007467,0.963871,0.980609,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,symmetric,-,0.000000,0.970000,0.007454,0.963889,0.980556,0.970000,0.007454,0.963889,0.980556,0.000000,0.000000,0.000000,0.000000,,,,,0.969941,0.007471,0.963876,0.980547,0.969941,0.007471,0.963876,0.980547,0.970025,0.007467,0.963871,0.980609,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,symmetric,-,0.050000,0.970000,0.007454,0.963889,0.980556,0.928333,0.011007,0.913889,0.941667,4.166667,1.521452,2.777778,6.666667,,,,,0.928151,0.011016,0.913621,0.941641,0.928151,0.011016,0.913621,0.941641,0.928174,0.010809,0.913358,0.941051,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,symmetric,-,0.100000,0.970000,0.007454,0.963889,0.980556,0.916111,0.009501,0.902778,0.927778,5.388889,0.847109,4.444444,6.388889,,,,,0.915982,0.009687,0.902497,0.927973,0.915982,0.009687,0.902497,0.927973,0.915796,0.009772,0.901933,0.927443,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,symmetric,-,0.200000,0.970000,0.007454,0.963889,0.980556,0.900000,0.013749,0.880556,0.916667,7.000000,1.793765,5.555556,10.000000,,,,,0.899729,0.013442,0.880659,0.916015,0.899729,0.013442,0.880659,0.916015,0.899617,0.013788,0.880034,0.916500,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,symmetric,-,0.300000,0.970000,0.007454,0.963889,0.980556,0.887778,0.021118,0.852778,0.908333,8.222222,1.763397,6.666667,11.111111,,,,,0.887473,0.021206,0.852259,0.907986,0.887473,0.021206,0.852259,0.907986,0.887877,0.021530,0.851890,0.908348,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,symmetric,-,0.400000,0.970000,0.007454,0.963889,0.980556,0.858333,0.012108,0.844444,0.872222,11.166667,0.770802,10.277778,12.222222,,,,,0.858001,0.011821,0.844376,0.871403,0.858001,0.011821,0.844376,0.871403,0.857412,0.011434,0.844939,0.870649,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,targeted,-,0.000000,0.970000,0.007454,0.963889,0.980556,0.970000,0.007454,0.963889,0.980556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.969941,0.007471,0.963876,0.980547,0.969941,0.007471,0.963876,0.980547,0.970025,0.007467,0.963871,0.980609,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,targeted,-,0.050000,0.970000,0.007454,0.963889,0.980556,0.960556,0.008194,0.947222,0.966667,0.944445,0.576012,0.277778,1.666667,0.011111,0.015215,0.000000,0.027778,0.960401,0.008244,0.946971,0.966579,0.960401,0.008244,0.946971,0.966579,0.960490,0.008358,0.946895,0.966749,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,targeted,-,0.100000,0.970000,0.007454,0.963889,0.980556,0.959444,0.008915,0.947222,0.969444,1.055556,0.456436,0.555556,1.666667,0.061111,0.023240,0.027778,0.083333,0.959353,0.008935,0.947130,0.969436,0.959353,0.008935,0.947130,0.969436,0.959835,0.008744,0.947926,0.969655,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,targeted,-,0.200000,0.970000,0.007454,0.963889,0.980556,0.953889,0.011720,0.936111,0.966667,1.611111,0.989918,0.555556,2.777778,0.100000,0.082402,0.027778,0.222222,0.953782,0.011716,0.936094,0.966737,0.953782,0.011716,0.936094,0.966737,0.954126,0.011624,0.936533,0.966755,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,targeted,-,0.300000,0.970000,0.007454,0.963889,0.980556,0.948889,0.010865,0.938889,0.966667,2.111111,0.869582,0.833333,3.055556,0.161111,0.049690,0.083333,0.194444,0.948782,0.011035,0.938642,0.966813,0.948782,0.011035,0.938642,0.966813,0.949536,0.010753,0.938983,0.967054,5,"0,1,2,3,4"
s1,digits,logistic_regression,poisoning,targeted,-,0.400000,0.970000,0.007454,0.963889,0.980556,0.937222,0.014380,0.916667,0.950000,3.277778,1.135156,1.666667,4.722222,0.283333,0.113515,0.138889,0.444444,0.937116,0.014347,0.916650,0.949753,0.937116,0.014347,0.916650,0.949753,0.937514,0.014841,0.916278,0.950998,5,"0,1,2,3,4"
s1,wine,logistic_regression,backdoor,trigger,-,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,backdoor,trigger,-,0.010000,0.988889,0.015215,0.972222,1.000000,0.977778,0.012423,0.972222,1.000000,1.111111,1.521452,0.000000,2.777778,0.409091,0.233992,0.136364,0.636364,0.980158,0.011224,0.972222,1.000000,0.980158,0.011224,0.972222,1.000000,0.978379,0.012146,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,backdoor,trigger,-,0.020000,0.988889,0.015215,0.972222,1.000000,0.961111,0.031671,0.916667,1.000000,2.777778,3.402069,0.000000,8.333333,0.609091,0.194448,0.409091,0.818182,0.963492,0.031170,0.916667,1.000000,0.963492,0.031170,0.916667,1.000000,0.962722,0.030721,0.920123,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,backdoor,trigger,-,0.050000,0.988889,0.015215,0.972222,1.000000,0.961111,0.015215,0.944444,0.972222,2.777778,1.964186,0.000000,5.555556,0.745454,0.060984,0.681818,0.818182,0.964286,0.012858,0.948413,0.976190,0.964286,0.012858,0.948413,0.976190,0.962665,0.015682,0.945153,0.974321,5,"0,1,2,3,4"
s1,wine,logistic_regression,backdoor,trigger,-,0.100000,0.988889,0.015215,0.972222,1.000000,0.961111,0.015215,0.944444,0.972222,2.777778,1.964186,0.000000,5.555556,0.818182,0.115887,0.681818,1.000000,0.964286,0.012858,0.948413,0.976190,0.964286,0.012858,0.948413,0.976190,0.962157,0.015245,0.945153,0.974013,5,"0,1,2,3,4"
s1,wine,logistic_regression,backdoor,trigger,-,0.200000,0.988889,0.015215,0.972222,1.000000,0.950000,0.023240,0.916667,0.972222,3.888889,3.167154,0.000000,8.333333,0.954545,0.055670,0.863636,1.000000,0.953174,0.022518,0.920635,0.976190,0.953174,0.022518,0.920635,0.976190,0.952061,0.023004,0.919341,0.974321,5,"0,1,2,3,4"
s1,wine,logistic_regression,evasion,fgsm,-,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,evasion,fgsm,-,0.100000,0.988889,0.015215,0.972222,1.000000,0.966666,0.023241,0.944444,1.000000,2.222222,2.324056,0.000000,5.555556,0.022381,0.023291,0.000000,0.055556,0.971428,0.019920,0.952381,1.000000,0.971428,0.019920,0.952381,1.000000,0.966335,0.023374,0.944056,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,evasion,fgsm,-,0.250000,0.988889,0.015215,0.972222,1.000000,0.838889,0.060221,0.750000,0.888889,15.000000,4.648111,11.111111,22.222222,0.152222,0.049386,0.111111,0.228571,0.846032,0.058703,0.753175,0.900794,0.846032,0.058703,0.753175,0.900794,0.842318,0.061435,0.749888,0.894533,5,"0,1,2,3,4"
s1,wine,logistic_regression,evasion,fgsm,-,0.500000,0.988889,0.015215,0.972222,1.000000,0.583333,0.070819,0.527778,0.694444,40.555555,6.972167,30.555556,47.222222,0.410159,0.070137,0.305556,0.472222,0.587461,0.068126,0.530159,0.693651,0.587461,0.068126,0.530159,0.693651,0.589776,0.073064,0.523457,0.703092,5,"0,1,2,3,4"
s1,wine,logistic_regression,evasion,fgsm,-,1.000000,0.988889,0.015215,0.972222,1.000000,0.044445,0.015215,0.027778,0.055556,94.444444,1.964185,91.666667,97.222222,0.955079,0.015304,0.942857,0.972222,0.043651,0.014580,0.027778,0.055556,0.043651,0.014580,0.027778,0.055556,0.041018,0.013439,0.024691,0.055556,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,10.000000,0.988889,0.015215,0.972222,1.000000,0.683333,0.186959,0.416667,0.861111,30.555556,19.344984,11.111111,58.333333,0.677778,0.180662,0.416667,0.861111,0.650318,0.210143,0.366667,0.871429,0.650318,0.210143,0.366667,0.871429,0.593892,0.259061,0.259188,0.862963,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,25.000000,0.988889,0.015215,0.972222,1.000000,0.827778,0.127898,0.638889,1.000000,16.111111,12.939794,0.000000,36.111111,0.827778,0.127898,0.638889,1.000000,0.805397,0.146349,0.587302,1.000000,0.805397,0.146349,0.587302,1.000000,0.789319,0.183537,0.492997,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,50.000000,0.988889,0.015215,0.972222,1.000000,0.944444,0.070820,0.833333,1.000000,4.444445,5.760123,0.000000,13.888889,0.944444,0.070820,0.833333,1.000000,0.944762,0.072890,0.828571,1.000000,0.944762,0.072890,0.828571,1.000000,0.945362,0.070982,0.832711,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,100.000000,0.988889,0.015215,0.972222,1.000000,0.977778,0.012423,0.972222,1.000000,1.111111,1.521452,0.000000,2.777778,0.983333,0.015215,0.972222,1.000000,0.980952,0.010648,0.976190,1.000000,0.980952,0.010648,0.976190,1.000000,0.978441,0.012119,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,250.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.994444,0.012423,0.972222,1.000000,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.989220,0.014788,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,500.000000,0.988889,0.015215,0.972222,1.000000,0.994444,0.012423,0.972222,1.000000,-0.555556,1.242260,-2.777778,0.000000,0.994444,0.012423,0.972222,1.000000,0.995238,0.010648,0.976190,1.000000,0.995238,0.010648,0.976190,1.000000,0.994356,0.012620,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,extraction,label_only,-,1000.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,inversion,zeroth_order,-,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,inversion,zeroth_order,-,20.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.471170,0.046598,0.417276,0.542878,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,inversion,zeroth_order,-,100.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.714974,0.038080,0.668154,0.768769,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,inversion,zeroth_order,-,500.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.855762,0.023739,0.832601,0.888898,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,inversion,zeroth_order,-,2000.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.879934,0.016724,0.859403,0.896280,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,membership,confidence_threshold,-,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,membership,confidence_threshold,-,2.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.034489,0.441176,0.529412,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,membership,confidence_threshold,-,5.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.474194,0.046467,0.403226,0.516129,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,membership,confidence_threshold,-,10.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.488462,0.046314,0.423077,0.538462,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,membership,confidence_threshold,-,20.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.431250,0.060111,0.343750,0.500000,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,symmetric,-,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,symmetric,-,0.050000,0.988889,0.015215,0.972222,1.000000,0.972222,0.034021,0.916667,1.000000,1.666667,4.212709,-2.777778,8.333333,,,,,0.974603,0.032433,0.920635,1.000000,0.974603,0.032433,0.920635,1.000000,0.972581,0.032937,0.919341,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,symmetric,-,0.100000,0.988889,0.015215,0.972222,1.000000,0.977778,0.012423,0.972222,1.000000,1.111111,1.521452,0.000000,2.777778,,,,,0.979047,0.012418,0.966667,1.000000,0.979047,0.012418,0.966667,1.000000,0.978277,0.012236,0.970962,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,symmetric,-,0.200000,0.988889,0.015215,0.972222,1.000000,0.905556,0.015215,0.888889,0.916667,8.333333,0.000000,8.333333,8.333333,,,,,0.911270,0.016821,0.891270,0.928571,0.911270,0.016821,0.891270,0.928571,0.907965,0.014592,0.889744,0.922039,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,symmetric,-,0.300000,0.988889,0.015215,0.972222,1.000000,0.838889,0.030429,0.805556,0.861111,15.000000,3.167154,11.111111,19.444444,,,,,0.846191,0.029708,0.814286,0.880952,0.846191,0.029708,0.814286,0.880952,0.837707,0.032045,0.800265,0.865492,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,symmetric,-,0.400000,0.988889,0.015215,0.972222,1.000000,0.855555,0.053431,0.805556,0.944444,13.333334,6.022079,2.777778,16.666667,,,,,0.853016,0.054809,0.810317,0.948413,0.853016,0.054809,0.810317,0.948413,0.855207,0.055529,0.804390,0.948413,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,targeted,-,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.988712,0.015456,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,targeted,-,0.050000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,1.964186,-2.777778,2.777778,0.016667,0.037268,0.000000,0.083333,0.989682,0.014197,0.972222,1.000000,0.989682,0.014197,0.972222,1.000000,0.989159,0.014866,0.971781,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,targeted,-,0.100000,0.988889,0.015215,0.972222,1.000000,0.966667,0.036218,0.916667,1.000000,2.222222,4.120110,-2.777778,8.333333,0.100000,0.108653,0.000000,0.250000,0.966667,0.036218,0.916667,1.000000,0.966667,0.036218,0.916667,1.000000,0.968322,0.034631,0.920123,1.000000,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,targeted,-,0.200000,0.988889,0.015215,0.972222,1.000000,0.944444,0.019642,0.916667,0.972222,4.444445,2.484520,2.777778,8.333333,0.150000,0.069722,0.083333,0.250000,0.945238,0.019722,0.916667,0.972222,0.945238,0.019722,0.916667,0.972222,0.947500,0.019061,0.920123,0.974013,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,targeted,-,0.300000,0.988889,0.015215,0.972222,1.000000,0.950000,0.023240,0.916667,0.972222,3.888889,3.167154,0.000000,8.333333,0.150000,0.069722,0.083333,0.250000,0.950000,0.023240,0.916667,0.972222,0.950000,0.023240,0.916667,0.972222,0.952620,0.022496,0.920123,0.974013,5,"0,1,2,3,4"
s1,wine,logistic_regression,poisoning,targeted,-,0.400000,0.988889,0.015215,0.972222,1.000000,0.866667,0.023241,0.833333,0.888889,12.222222,3.167154,8.333333,16.666667,0.383333,0.074536,0.333333,0.500000,0.867460,0.023071,0.833333,0.888889,0.867460,0.023071,0.833333,0.888889,0.867774,0.025575,0.830065,0.891667,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,iid,0.000000,0.973684,0.013870,0.956140,0.991228,0.973684,0.013870,0.956140,0.991228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.969246,0.016674,0.945437,0.988095,0.952381,0.029160,0.904762,0.976190,0.963730,0.019486,0.938272,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,iid,0.100000,0.973684,0.013870,0.956140,0.991228,0.963158,0.022705,0.929825,0.991228,1.052632,0.960917,0.000000,2.631579,0.395238,0.076413,0.333333,0.500000,0.950000,0.030815,0.904762,0.988095,0.900000,0.061629,0.809524,0.976190,0.946472,0.034557,0.894737,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,iid,0.200000,0.973684,0.013870,0.956140,0.991228,0.952631,0.029487,0.903509,0.973684,2.105263,1.921834,0.000000,5.263158,0.657143,0.062087,0.571429,0.738095,0.935714,0.040018,0.869048,0.964286,0.871428,0.080037,0.738095,0.928571,0.929664,0.047777,0.849315,0.962963,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,iid,0.300000,0.973684,0.013870,0.956140,0.991228,0.938596,0.027739,0.903509,0.973684,3.508772,2.402292,0.000000,6.140351,0.780952,0.066069,0.690476,0.857143,0.916667,0.037646,0.869048,0.964286,0.833333,0.075292,0.738095,0.928571,0.907616,0.044926,0.849315,0.962963,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,iid,0.400000,0.973684,0.013870,0.956140,0.991228,0.914035,0.027320,0.868421,0.938596,5.964912,2.353756,3.508772,8.771930,0.866667,0.054814,0.785714,0.904762,0.883333,0.037077,0.821429,0.916667,0.766667,0.074154,0.642857,0.833333,0.866260,0.049582,0.782609,0.909091,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,iid,0.500000,0.973684,0.013870,0.956140,0.991228,0.894737,0.025575,0.859649,0.921053,7.894737,2.481076,5.263158,10.526316,0.919047,0.059762,0.833333,0.976190,0.857143,0.034708,0.809524,0.892857,0.714286,0.069416,0.619048,0.785714,0.831777,0.048052,0.764706,0.880000,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,non_iid,0.000000,0.959649,0.025272,0.938596,0.991228,0.959649,0.025272,0.938596,0.991228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.954167,0.029508,0.921627,0.988095,0.933333,0.051618,0.857143,0.976190,0.944286,0.035438,0.911392,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,non_iid,0.100000,0.959649,0.025272,0.938596,0.991228,0.949123,0.022705,0.921053,0.982456,1.052632,2.935649,-0.877193,6.140351,0.333334,0.360697,0.023810,0.809524,0.935913,0.032524,0.892857,0.976190,0.885714,0.074155,0.785714,0.952381,0.926541,0.035681,0.880000,0.975610,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,non_iid,0.200000,0.959649,0.025272,0.938596,0.991228,0.926316,0.073548,0.798246,0.982456,3.333333,8.491119,-1.754386,18.421053,0.457143,0.375858,0.023810,0.976190,0.903968,0.101952,0.726190,0.976190,0.819048,0.210684,0.452381,0.952381,0.877372,0.144447,0.622951,0.975610,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,non_iid,0.300000,0.959649,0.025272,0.938596,0.991228,0.922807,0.077818,0.789474,0.982456,3.684211,8.867896,-1.754386,19.298246,0.642857,0.343385,0.119048,0.976190,0.897222,0.106840,0.714286,0.976190,0.800000,0.217307,0.428571,0.952381,0.869020,0.154440,0.600000,0.975610,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,non_iid,0.400000,0.959649,0.025272,0.938596,0.991228,0.898246,0.066977,0.789474,0.956140,6.140351,8.705892,-0.877193,19.298246,0.761905,0.231455,0.380952,0.976190,0.863889,0.092898,0.714286,0.945437,0.733333,0.191515,0.428571,0.904762,0.829008,0.136958,0.600000,0.938272,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,backdoor,non_iid,0.500000,0.959649,0.025272,0.938596,0.991228,0.900000,0.066689,0.789474,0.956140,5.964912,8.603649,-0.877193,19.298246,0.814286,0.144239,0.619048,0.976190,0.866270,0.092452,0.714286,0.945437,0.738095,0.190476,0.428571,0.904762,0.832294,0.136792,0.600000,0.938272,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,iid,0.000000,0.973684,0.013870,0.956140,0.991228,0.973684,0.013870,0.956140,0.991228,0.000000,0.000000,0.000000,0.000000,,,,,0.969246,0.016674,0.945437,0.988095,0.952381,0.029160,0.904762,0.976190,0.963730,0.019486,0.938272,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,iid,0.100000,0.973684,0.013870,0.956140,0.991228,0.959649,0.013303,0.938596,0.973684,1.403509,1.000154,0.000000,2.631579,,,,,0.948214,0.016383,0.921627,0.964286,0.904762,0.029160,0.857143,0.928571,0.942769,0.019597,0.911392,0.962963,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,iid,0.200000,0.973684,0.013870,0.956140,0.991228,0.957894,0.011437,0.938596,0.964912,1.578947,1.301087,0.000000,3.508772,,,,,0.946825,0.017629,0.916667,0.957341,0.904762,0.041239,0.833333,0.928571,0.940205,0.018274,0.909091,0.951220,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,iid,0.300000,0.973684,0.013870,0.956140,0.991228,0.945614,0.009609,0.929825,0.956140,2.807018,1.143720,1.754386,4.385965,,,,,0.936111,0.012363,0.914683,0.945437,0.900000,0.026082,0.857143,0.928571,0.924100,0.014288,0.900000,0.938272,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,iid,0.400000,0.973684,0.013870,0.956140,0.991228,0.843860,0.046167,0.789474,0.912281,12.982456,5.385994,6.140351,19.298246,,,,,0.831746,0.040509,0.798611,0.890873,0.785714,0.090664,0.642857,0.880952,0.788633,0.053648,0.744681,0.871795,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,iid,0.500000,0.973684,0.013870,0.956140,0.991228,0.524561,0.076321,0.473684,0.657895,44.912281,8.468434,29.824561,49.122807,,,,,0.541270,0.063223,0.489087,0.644841,0.604762,0.166326,0.380952,0.809524,0.479305,0.079845,0.367816,0.561798,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,non_iid,0.000000,0.959649,0.025272,0.938596,0.991228,0.959649,0.025272,0.938596,0.991228,0.000000,0.000000,0.000000,0.000000,,,,,0.954167,0.029508,0.921627,0.988095,0.933333,0.051618,0.857143,0.976190,0.944286,0.035438,0.911392,0.987952,5,"0,1,2,3,4"
s2,breast_cancer,logistic_regression,byzantine,label_flip,non_iid,0.100000,0.959649,0.025272,0.938596,0.991228,0.947368,0.027037,0.912281,0.982456,1.228070,2.815229,-1.754386,5.263158,,,,,0.934524,0.035152,0.880952,0.976190,0.885714,0.072218,0.761905,0.952381,0.924356,0.041645,0.864865,0.975610,5,"0,1,2,3,4"
