scenario,dataset,model,attack,attack_mode,partition,intensity,clean_accuracy_mean,clean_accuracy_std,clean_accuracy_min,clean_accuracy_max,attacked_accuracy_mean,attacked_accuracy_std,attacked_accuracy_min,attacked_accuracy_max,accuracy_drop_pp_mean,accuracy_drop_pp_std,accuracy_drop_pp_min,accuracy_drop_pp_max,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_min,attack_success_rate_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,positive_recall_mean,positive_recall_std,positive_recall_min,positive_recall_max,f1_mean,f1_std,f1_min,f1_max,n,seeds
s2,digits,logistic_regression,byzantine,targeted_flip,non_iid,0.500000,0.964444,0.004120,0.958333,0.969444,0.917778,0.031951,0.875000,0.950000,4.666667,2.896091,1.388889,8.333333,0.377778,0.362497,0.055556,0.861111,0.917543,0.031982,0.874678,0.950062,0.917543,0.031982,0.874678,0.950062,0.912413,0.040419,0.854731,0.950127,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,iid,0.000000,0.994444,0.012423,0.972222,1.000000,0.994444,0.012423,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995238,0.010648,0.976190,1.000000,0.995238,0.010648,0.976190,1.000000,0.994864,0.011484,0.974321,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,iid,0.100000,0.994444,0.012423,0.972222,1.000000,0.966666,0.030429,0.944444,1.000000,2.777778,2.777778,0.000000,5.555556,0.609091,0.051826,0.545455,0.681818,0.967460,0.029749,0.944444,1.000000,0.967460,0.029749,0.944444,1.000000,0.968155,0.029078,0.945825,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,iid,0.200000,0.994444,0.012423,0.972222,1.000000,0.961111,0.037268,0.916667,1.000000,3.333333,3.621779,0.000000,8.333333,0.790909,0.076060,0.681818,0.863636,0.962698,0.035670,0.920635,1.000000,0.962698,0.035670,0.920635,1.000000,0.962528,0.035983,0.919341,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,iid,0.300000,0.994444,0.012423,0.972222,1.000000,0.961111,0.037268,0.916667,1.000000,3.333333,3.621779,0.000000,8.333333,0.936363,0.024896,0.909091,0.954545,0.962698,0.035670,0.920635,1.000000,0.962698,0.035670,0.920635,1.000000,0.962528,0.035983,0.919341,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,iid,0.400000,0.994444,0.012423,0.972222,1.000000,0.950000,0.023240,0.916667,0.972222,4.444445,2.484520,2.777778,8.333333,0.963636,0.038030,0.909091,1.000000,0.950794,0.023070,0.916667,0.972222,0.950794,0.023070,0.916667,0.972222,0.952290,0.022602,0.920123,0.974013,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,iid,0.500000,0.994444,0.012423,0.972222,1.000000,0.938889,0.030429,0.888889,0.972222,5.555556,3.402069,2.777778,11.111111,0.981818,0.024897,0.954545,1.000000,0.940476,0.029025,0.892857,0.972222,0.940476,0.029025,0.892857,0.972222,0.941370,0.029963,0.892063,0.974013,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,non_iid,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.989220,0.014788,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,non_iid,0.100000,0.988889,0.015215,0.972222,1.000000,0.972222,0.027778,0.944444,1.000000,1.666667,2.484520,0.000000,5.555556,0.400000,0.239231,0.045455,0.636364,0.974603,0.025961,0.944444,1.000000,0.974603,0.025961,0.944444,1.000000,0.972882,0.026863,0.945153,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,non_iid,0.200000,0.988889,0.015215,0.972222,1.000000,0.966666,0.030429,0.944444,1.000000,2.222222,3.621779,-2.777778,5.555556,0.672727,0.155479,0.500000,0.909091,0.968254,0.029161,0.944444,1.000000,0.968254,0.029161,0.944444,1.000000,0.968021,0.029208,0.945153,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,non_iid,0.300000,0.988889,0.015215,0.972222,1.000000,0.955555,0.031671,0.916667,1.000000,3.333334,3.621779,-2.777778,5.555556,0.781818,0.161986,0.590909,0.954545,0.957936,0.029907,0.924603,1.000000,0.957936,0.029907,0.924603,1.000000,0.957209,0.030287,0.919312,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,non_iid,0.400000,0.988889,0.015215,0.972222,1.000000,0.961111,0.037268,0.916667,1.000000,2.777778,3.928371,-2.777778,5.555556,0.909091,0.090909,0.772727,1.000000,0.962698,0.035002,0.924603,1.000000,0.962698,0.035002,0.924603,1.000000,0.962852,0.035807,0.919312,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,backdoor,non_iid,0.500000,0.988889,0.015215,0.972222,1.000000,0.955555,0.031671,0.916667,1.000000,3.333333,4.120110,-2.777778,8.333333,0.927273,0.094257,0.772727,1.000000,0.956349,0.031372,0.916667,1.000000,0.956349,0.031372,0.916667,1.000000,0.957487,0.030466,0.920123,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,iid,0.000000,0.994444,0.012423,0.972222,1.000000,0.994444,0.012423,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.995238,0.010648,0.976190,1.000000,0.995238,0.010648,0.976190,1.000000,0.994864,0.011484,0.974321,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,iid,0.100000,0.994444,0.012423,0.972222,1.000000,0.977778,0.012423,0.972222,1.000000,1.666667,1.521452,0.000000,2.777778,,,,,0.980158,0.011224,0.972222,1.000000,0.980158,0.011224,0.972222,1.000000,0.978379,0.012146,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,iid,0.200000,0.994444,0.012423,0.972222,1.000000,0.950000,0.049690,0.888889,1.000000,4.444444,5.046084,0.000000,11.111111,,,,,0.953651,0.044422,0.904762,1.000000,0.953651,0.044422,0.904762,1.000000,0.950373,0.048577,0.891534,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,iid,0.300000,0.994444,0.012423,0.972222,1.000000,0.900000,0.050461,0.833333,0.944444,9.444445,4.212708,5.555556,13.888889,,,,,0.904286,0.052003,0.824603,0.952381,0.904286,0.052003,0.824603,0.952381,0.899807,0.052396,0.827025,0.945741,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,iid,0.400000,0.994444,0.012423,0.972222,1.000000,0.883333,0.066318,0.777778,0.944444,11.111111,6.514466,5.555556,22.222222,,,,,0.889206,0.061051,0.801587,0.938889,0.889206,0.061051,0.801587,0.938889,0.882832,0.065739,0.783550,0.945741,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,iid,0.500000,0.994444,0.012423,0.972222,1.000000,0.705556,0.077579,0.611111,0.777778,28.888889,7.243558,22.222222,38.888889,,,,,0.717460,0.076085,0.630952,0.809524,0.717460,0.076085,0.630952,0.809524,0.701591,0.084656,0.594872,0.782574,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,non_iid,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.989220,0.014788,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,non_iid,0.100000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.989220,0.014788,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,non_iid,0.200000,0.988889,0.015215,0.972222,1.000000,0.977778,0.012423,0.972222,1.000000,1.111111,1.521452,0.000000,2.777778,,,,,0.979047,0.012418,0.966667,1.000000,0.979047,0.012418,0.966667,1.000000,0.977261,0.012716,0.970962,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,non_iid,0.300000,0.988889,0.015215,0.972222,1.000000,0.833333,0.160776,0.583333,1.000000,15.555556,14.907120,0.000000,38.888889,,,,,0.823175,0.180408,0.543651,1.000000,0.823175,0.180408,0.543651,1.000000,0.794795,0.215261,0.452778,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,non_iid,0.400000,0.988889,0.015215,0.972222,1.000000,0.816667,0.178514,0.527778,1.000000,17.222222,16.712899,0.000000,44.444444,,,,,0.808413,0.193767,0.496032,1.000000,0.808413,0.193767,0.496032,1.000000,0.787293,0.222345,0.422222,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,label_flip,non_iid,0.500000,0.988889,0.015215,0.972222,1.000000,0.633333,0.172804,0.361111,0.833333,35.555556,17.055646,13.888889,61.111111,,,,,0.632540,0.169305,0.353175,0.809524,0.632540,0.169305,0.353175,0.809524,0.571579,0.187221,0.282500,0.806787,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,iid,0.000000,0.994444,0.012423,0.972222,1.000000,0.994444,0.012423,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.995238,0.010648,0.976190,1.000000,0.995238,0.010648,0.976190,1.000000,0.994864,0.011484,0.974321,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,iid,0.100000,0.994444,0.012423,0.972222,1.000000,0.994444,0.012423,0.972222,1.000000,0.000000,1.964186,-2.777778,2.777778,,,,,0.995238,0.010648,0.976190,1.000000,0.995238,0.010648,0.976190,1.000000,0.994356,0.012620,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,iid,0.200000,0.994444,0.012423,0.972222,1.000000,0.977778,0.012423,0.972222,1.000000,1.666667,1.521452,0.000000,2.777778,,,,,0.980952,0.010648,0.976190,1.000000,0.980952,0.010648,0.976190,1.000000,0.977933,0.012385,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,iid,0.300000,0.994444,0.012423,0.972222,1.000000,0.916667,0.043920,0.861111,0.972222,7.777778,4.969040,2.777778,13.888889,,,,,0.923968,0.037698,0.876984,0.976190,0.923968,0.037698,0.876984,0.976190,0.916625,0.043543,0.862077,0.971781,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,iid,0.400000,0.994444,0.012423,0.972222,1.000000,0.694445,0.194445,0.388889,0.916667,30.000000,19.582841,8.333333,61.111111,,,,,0.702063,0.180327,0.432540,0.928571,0.702063,0.180327,0.432540,0.928571,0.677442,0.200911,0.373183,0.918486,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,iid,0.500000,0.994444,0.012423,0.972222,1.000000,0.166667,0.141639,0.000000,0.333333,82.777778,13.379549,66.666667,97.222222,,,,,0.186349,0.163038,0.000000,0.384921,0.186349,0.163038,0.000000,0.384921,0.180057,0.149979,0.000000,0.344482,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,non_iid,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.989220,0.014788,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,non_iid,0.100000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,,,,,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.989220,0.014788,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,non_iid,0.200000,0.988889,0.015215,0.972222,1.000000,0.983333,0.015215,0.972222,1.000000,0.555556,1.242260,0.000000,2.777778,,,,,0.985714,0.013041,0.976190,1.000000,0.985714,0.013041,0.976190,1.000000,0.983577,0.015028,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,non_iid,0.300000,0.988889,0.015215,0.972222,1.000000,0.716667,0.267447,0.305556,1.000000,27.222222,25.489044,0.000000,66.666667,,,,,0.715873,0.279172,0.297619,1.000000,0.715873,0.279172,0.297619,1.000000,0.694341,0.273774,0.324009,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,non_iid,0.400000,0.988889,0.015215,0.972222,1.000000,0.666667,0.311185,0.166667,0.972222,32.222222,29.891780,2.777778,80.555556,,,,,0.668254,0.322561,0.158730,0.972222,0.668254,0.322561,0.158730,0.972222,0.648551,0.303575,0.208145,0.974013,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,sign_flip,non_iid,0.500000,0.988889,0.015215,0.972222,1.000000,0.388889,0.253829,0.027778,0.666667,60.000000,24.969117,33.333333,94.444444,,,,,0.394603,0.245030,0.023810,0.666667,0.394603,0.245030,0.023810,0.666667,0.353367,0.198625,0.024691,0.529762,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,iid,0.000000,0.994444,0.012423,0.972222,1.000000,0.994444,0.012423,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995238,0.010648,0.976190,1.000000,0.995238,0.010648,0.976190,1.000000,0.994864,0.011484,0.974321,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,iid,0.100000,0.994444,0.012423,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.555556,1.242260,0.000000,2.777778,0.016667,0.037268,0.000000,0.083333,0.989682,0.014197,0.972222,1.000000,0.989682,0.014197,0.972222,1.000000,0.989159,0.014866,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,iid,0.200000,0.994444,0.012423,0.972222,1.000000,0.955555,0.046481,0.888889,1.000000,3.888889,4.648111,0.000000,11.111111,0.116667,0.139443,0.000000,0.333333,0.956349,0.046277,0.888889,1.000000,0.956349,0.046277,0.888889,1.000000,0.956993,0.045227,0.891667,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,iid,0.300000,0.994444,0.012423,0.972222,1.000000,0.922222,0.045643,0.888889,1.000000,7.222222,4.648111,0.000000,11.111111,0.200000,0.126381,0.000000,0.333333,0.923810,0.044843,0.888889,1.000000,0.923810,0.044843,0.888889,1.000000,0.924639,0.044374,0.891667,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,iid,0.400000,0.994444,0.012423,0.972222,1.000000,0.872222,0.015215,0.861111,0.888889,12.222222,1.521452,11.111111,13.888889,0.350000,0.037268,0.333333,0.416667,0.873809,0.013861,0.861111,0.888889,0.873809,0.013861,0.861111,0.888889,0.874501,0.015690,0.861776,0.891667,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,iid,0.500000,0.994444,0.012423,0.972222,1.000000,0.827778,0.045643,0.777778,0.888889,16.666667,4.392052,11.111111,22.222222,0.500000,0.131762,0.333333,0.666667,0.828572,0.045193,0.777778,0.888889,0.828572,0.045193,0.777778,0.888889,0.822218,0.053459,0.759259,0.891667,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,non_iid,0.000000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.990476,0.013041,0.976190,1.000000,0.990476,0.013041,0.976190,1.000000,0.989220,0.014788,0.971781,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,non_iid,0.100000,0.988889,0.015215,0.972222,1.000000,0.988889,0.015215,0.972222,1.000000,0.000000,0.000000,0.000000,0.000000,0.016667,0.037268,0.000000,0.083333,0.989682,0.014197,0.972222,1.000000,0.989682,0.014197,0.972222,1.000000,0.989667,0.014150,0.974013,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,non_iid,0.200000,0.988889,0.015215,0.972222,1.000000,0.966667,0.030429,0.916667,1.000000,2.222222,3.621779,0.000000,8.333333,0.083333,0.102062,0.000000,0.250000,0.967460,0.030661,0.916667,1.000000,0.967460,0.030661,0.916667,1.000000,0.968494,0.029271,0.920123,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,non_iid,0.300000,0.988889,0.015215,0.972222,1.000000,0.972222,0.034021,0.916667,1.000000,1.666667,4.212709,-2.777778,8.333333,0.083333,0.102062,0.000000,0.250000,0.972222,0.034021,0.916667,1.000000,0.972222,0.034021,0.916667,1.000000,0.973630,0.032612,0.920123,1.000000,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,non_iid,0.400000,0.988889,0.015215,0.972222,1.000000,0.911111,0.041201,0.861111,0.972222,7.777778,5.343162,0.000000,13.888889,0.266667,0.123603,0.083333,0.416667,0.911111,0.041201,0.861111,0.972222,0.911111,0.041201,0.861111,0.972222,0.913540,0.041538,0.861776,0.974013,5,"0,1,2,3,4"
s2,wine,logistic_regression,byzantine,targeted_flip,non_iid,0.500000,0.988889,0.015215,0.972222,1.000000,0.805555,0.128800,0.694444,0.972222,18.333334,14.380199,0.000000,30.555556,0.566667,0.374537,0.083333,0.916667,0.806349,0.128169,0.694444,0.972222,0.806349,0.128169,0.694444,0.972222,0.776757,0.158590,0.623932,0.974013,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,backdoor,trigger,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.009524,0.013041,0.000000,0.023810,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,backdoor,trigger,-,0.010000,0.922807,0.014413,0.912281,0.938596,0.926316,0.039522,0.868421,0.964912,-0.350877,4.748200,-5.263158,7.017544,0.128572,0.076413,0.047619,0.238095,0.913889,0.048461,0.836310,0.957341,0.866666,0.088448,0.714286,0.928571,0.895076,0.060845,0.800000,0.951220,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,backdoor,trigger,-,0.020000,0.922807,0.014413,0.912281,0.938596,0.873684,0.042343,0.815789,0.912281,4.912281,5.637287,0.000000,12.280702,0.171429,0.051618,0.119048,0.238095,0.851389,0.044821,0.799603,0.890873,0.766667,0.066069,0.666667,0.833333,0.817268,0.060184,0.746988,0.871795,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,backdoor,trigger,-,0.050000,0.922807,0.014413,0.912281,0.938596,0.878947,0.033055,0.824561,0.912281,4.385965,3.162764,0.000000,8.771930,0.666667,0.248008,0.238095,0.857143,0.847619,0.043783,0.776786,0.885913,0.728571,0.091597,0.595238,0.833333,0.813811,0.060185,0.714286,0.868421,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,backdoor,trigger,-,0.100000,0.922807,0.014413,0.912281,0.938596,0.817544,0.051672,0.754386,0.885965,10.526316,5.818640,2.631579,18.421053,0.795238,0.119759,0.666667,0.976190,0.771230,0.061318,0.707341,0.855159,0.595238,0.112939,0.428571,0.738095,0.702539,0.094156,0.590164,0.826667,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,backdoor,trigger,-,0.200000,0.922807,0.014413,0.912281,0.938596,0.766667,0.068679,0.675439,0.859649,15.614035,7.323380,5.263158,23.684211,0.819047,0.105946,0.690476,0.952381,0.702183,0.089405,0.584325,0.824405,0.457143,0.171197,0.238095,0.690476,0.577831,0.161340,0.350877,0.783784,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,circuit_tamper,rx_half_pi,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,circuit_tamper,rx_half_pi,-,1.000000,0.922807,0.014413,0.912281,0.938596,0.715790,0.257064,0.280702,0.929825,20.701755,25.412873,-1.754386,63.157895,0.249766,0.279261,0.028846,0.721154,0.696627,0.265960,0.237103,0.924603,0.623810,0.358489,0.071429,0.976190,0.624204,0.322949,0.068182,0.904762,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,circuit_tamper,rx_half_pi,-,2.000000,0.922807,0.014413,0.912281,0.938596,0.678947,0.289181,0.175439,0.885965,24.385965,28.325321,2.631579,73.684211,0.305859,0.319409,0.086538,0.865385,0.632738,0.271373,0.183532,0.884921,0.457143,0.280407,0.190476,0.880952,0.532790,0.283403,0.160714,0.850575,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,circuit_tamper,rx_half_pi,-,4.000000,0.922807,0.014413,0.912281,0.938596,0.368421,0.268298,0.122807,0.824561,55.438597,26.017313,11.403509,78.947368,0.644716,0.298846,0.140187,0.913462,0.396825,0.243131,0.136905,0.761905,0.504762,0.354514,0.119048,0.952381,0.376748,0.250452,0.105263,0.687500,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,circuit_tamper,rx_half_pi,-,8.000000,0.922807,0.014413,0.912281,0.938596,0.356140,0.283199,0.131579,0.833333,56.666667,27.366453,10.526316,78.070175,0.660370,0.314582,0.140187,0.923077,0.392063,0.252839,0.178571,0.788690,0.528571,0.277358,0.309524,0.976190,0.397853,0.224492,0.232558,0.732394,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,circuit_tamper,rx_half_pi,-,16.000000,0.922807,0.014413,0.912281,0.938596,0.426316,0.279438,0.078947,0.798246,49.649123,28.977921,11.403509,85.964912,0.579241,0.292181,0.211538,0.934579,0.439683,0.235124,0.087302,0.746032,0.490476,0.408803,0.023810,0.928571,0.355156,0.275567,0.042553,0.666667,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,10.000000,0.922807,0.014413,0.912281,0.938596,0.777193,0.099359,0.631579,0.877193,14.561404,10.222215,3.508772,28.070175,0.766667,0.116637,0.578947,0.894737,0.718452,0.152669,0.500000,0.867063,0.495238,0.365924,0.000000,0.928571,0.545327,0.345534,0.000000,0.821053,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,25.000000,0.922807,0.014413,0.912281,0.938596,0.842105,0.074173,0.728070,0.903509,8.070176,8.001231,1.754386,21.052632,0.845614,0.092335,0.736842,0.929825,0.793651,0.097131,0.650794,0.878968,0.609524,0.186415,0.357143,0.785714,0.727242,0.156149,0.491803,0.857143,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,50.000000,0.922807,0.014413,0.912281,0.938596,0.928070,0.021842,0.894737,0.947368,-0.526316,2.019450,-3.508772,1.754386,0.938596,0.013869,0.921053,0.956140,0.910318,0.030711,0.857143,0.933532,0.842857,0.074535,0.714286,0.904762,0.895106,0.037138,0.833333,0.925000,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,100.000000,0.922807,0.014413,0.912281,0.938596,0.931579,0.015691,0.912281,0.956140,-0.877193,1.240538,-1.754386,0.877193,0.931579,0.013011,0.912281,0.947368,0.912103,0.023441,0.880952,0.945437,0.838095,0.056844,0.761905,0.904762,0.899550,0.026165,0.864865,0.938272,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,250.000000,0.922807,0.014413,0.912281,0.938596,0.936842,0.015691,0.921053,0.956140,-1.403509,0.784585,-2.631579,-0.877193,0.940351,0.013011,0.921053,0.956140,0.918254,0.023785,0.892857,0.940476,0.847619,0.057341,0.785714,0.904762,0.907424,0.026345,0.880000,0.936709,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,500.000000,0.922807,0.014413,0.912281,0.938596,0.940351,0.024341,0.912281,0.964912,-1.754386,1.240538,-2.631579,0.000000,0.947368,0.021487,0.921053,0.973684,0.924008,0.033146,0.885913,0.957341,0.861905,0.070228,0.785714,0.928571,0.913061,0.038448,0.868421,0.951220,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,extraction,label_only,-,1000.000000,0.922807,0.014413,0.912281,0.938596,0.942105,0.020194,0.921053,0.964912,-1.929825,1.143720,-3.508772,-0.877193,0.942105,0.013303,0.929825,0.956140,0.926389,0.031344,0.892857,0.957341,0.866666,0.074536,0.785714,0.928571,0.915562,0.033590,0.880000,0.951220,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,inversion,zeroth_order,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,inversion,zeroth_order,-,20.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.274078,0.158890,-0.007155,0.366624,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,inversion,zeroth_order,-,100.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.500622,0.084063,0.401267,0.573036,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,inversion,zeroth_order,-,500.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.631718,0.062728,0.575232,0.728692,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,inversion,zeroth_order,-,2000.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,0.655260,0.079144,0.546076,0.768252,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
s3,breast_cancer,quantum_net,membership,confidence_threshold,-,0.000000,0.922807,0.014413,0.912281,0.938596,0.922807,0.014413,0.912281,0.938596,0.000000,0.000000,0.000000,0.000000,,,,,0.913095,0.019168,0.890873,0.936508,0.876190,0.061629,0.809524,0.952381,0.892945,0.020834,0.871795,0.917647,5,"0,1,2,3,4"
