run_id,timestamp,scenario,dataset,model,attack,attack_mode,intensity,seed,n_clients,partition,rounds,clean_accuracy,attacked_accuracy,accuracy_drop_pp,attack_success_rate,balanced_accuracy,positive_recall,f1,train_seconds,git_commit,config_hash
716d52e31405,2026-09-08T00:53:32+00:00,s1,digits,logistic_regression,evasion,fgsm,1.000000,3,,,,0.975000,0.000000,97.500000,1.000000,0.000000,0.000000,0.000000,0.048820,d2aeab4,ae088213f926
15e72d7f067c,2026-09-08T00:53:32+00:00,s1,digits,logistic_regression,evasion,fgsm,1.000000,4,,,,0.980556,0.000000,98.055556,1.000000,0.000000,0.000000,0.000000,0.044739,d2aeab4,ae088213f926
9401410f95ce,2026-09-08T00:53:32+00:00,s1,wine,logistic_regression,evasion,fgsm,0.000000,0,,,,1.000000,1.000000,0.000000,,1.000000,1.000000,1.000000,0.015911,d2aeab4,df9725ddfbde
981013a747fb,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.000000,1,,,,0.972222,0.972222,0.000000,,0.976190,0.976190,0.971781,0.024674,d2aeab4,df9725ddfbde
c952879fb98e,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.000000,2,,,,0.972222,0.972222,0.000000,,0.976190,0.976190,0.971781,0.024789,d2aeab4,df9725ddfbde
586f1cf66929,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.000000,3,,,,1.000000,1.000000,0.000000,,1.000000,1.000000,1.000000,0.015516,d2aeab4,df9725ddfbde
969568d88668,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.000000,4,,,,1.000000,1.000000,0.000000,,1.000000,1.000000,1.000000,0.016420,d2aeab4,df9725ddfbde
be25083241fe,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.100000,0,,,,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.016064,d2aeab4,d274505da6c1
6a9277a0ccbd,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.100000,1,,,,0.972222,0.972222,0.000000,0.000000,0.976190,0.976190,0.971781,0.015908,d2aeab4,d274505da6c1
c3e271e6df95,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.100000,2,,,,0.972222,0.944444,2.777778,0.028571,0.952381,0.952381,0.944056,0.018989,d2aeab4,d274505da6c1
490058c377c8,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.100000,3,,,,1.000000,0.972222,2.777778,0.027778,0.976190,0.976190,0.971781,0.016479,d2aeab4,d274505da6c1
28665ee3ac50,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.100000,4,,,,1.000000,0.944444,5.555556,0.055556,0.952381,0.952381,0.944056,0.020290,d2aeab4,d274505da6c1
f17a4bbf5b68,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.250000,0,,,,1.000000,0.888889,11.111111,0.111111,0.887302,0.887302,0.894533,0.019381,d2aeab4,980a8fc374ac
3925f5d329e1,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.250000,1,,,,0.972222,0.805556,16.666667,0.171429,0.829365,0.829365,0.811249,0.030342,d2aeab4,980a8fc374ac
bf28f37b5caf,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.250000,2,,,,0.972222,0.750000,22.222222,0.228571,0.753175,0.753175,0.749888,0.015607,d2aeab4,980a8fc374ac
e360392fcb20,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.250000,3,,,,1.000000,0.861111,13.888889,0.138889,0.859524,0.859524,0.865284,0.018117,d2aeab4,980a8fc374ac
ebfcae01ef2f,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.250000,4,,,,1.000000,0.888889,11.111111,0.111111,0.900794,0.900794,0.890637,0.016949,d2aeab4,980a8fc374ac
981509d30e32,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.500000,0,,,,1.000000,0.694444,30.555556,0.305556,0.693651,0.693651,0.703092,0.017914,d2aeab4,8e492570dc37
960cc3473c2c,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.500000,1,,,,0.972222,0.527778,44.444444,0.457143,0.530159,0.530159,0.523457,0.015540,d2aeab4,8e492570dc37
218bba8cb352,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.500000,2,,,,0.972222,0.611111,36.111111,0.371429,0.616667,0.616667,0.619658,0.015708,d2aeab4,8e492570dc37
a917796ca1c5,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.500000,3,,,,1.000000,0.527778,47.222222,0.472222,0.541270,0.541270,0.539794,0.013474,d2aeab4,8e492570dc37
17d7154e5437,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,0.500000,4,,,,1.000000,0.555556,44.444444,0.444444,0.555556,0.555556,0.562878,0.015651,d2aeab4,8e492570dc37
c97bf5cd41a1,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,1.000000,0,,,,1.000000,0.055556,94.444444,0.944444,0.051587,0.051587,0.046474,0.018712,d2aeab4,89342c571a80
704b2c8f27cf,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,1.000000,1,,,,0.972222,0.027778,94.444444,0.971429,0.027778,0.027778,0.024691,0.015485,d2aeab4,89342c571a80
8395fe7dba73,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,1.000000,2,,,,0.972222,0.055556,91.666667,0.942857,0.055556,0.055556,0.049383,0.015221,d2aeab4,89342c571a80
ee76c9f653ee,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,1.000000,3,,,,1.000000,0.027778,97.222222,0.972222,0.027778,0.027778,0.028986,0.016469,d2aeab4,89342c571a80
86ef300e73fd,2026-09-08T00:53:33+00:00,s1,wine,logistic_regression,evasion,fgsm,1.000000,4,,,,1.000000,0.055556,94.444444,0.944444,0.055556,0.055556,0.055556,0.015745,d2aeab4,89342c571a80
36b30a57960f,2026-09-08T00:53:34+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,0,10,iid,30,0.973684,0.973684,0.000000,,0.969246,0.952381,0.963855,0.036972,d2aeab4,817cf94bb1a8
fc20c30b86a5,2026-09-08T00:53:34+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,1,10,iid,30,0.982456,0.982456,0.000000,,0.981151,0.976190,0.976190,0.032697,d2aeab4,817cf94bb1a8
c080d4acc16c,2026-09-08T00:53:34+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,2,10,iid,30,0.964912,0.964912,0.000000,,0.962302,0.952381,0.952381,0.031633,d2aeab4,817cf94bb1a8
1e080540a49b,2026-09-08T00:53:34+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,3,10,iid,30,0.991228,0.991228,0.000000,,0.988095,0.976190,0.987952,0.032061,d2aeab4,817cf94bb1a8
d3b5010c30c6,2026-09-08T00:53:34+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,4,10,iid,30,0.956140,0.956140,0.000000,,0.945437,0.904762,0.938272,0.031812,d2aeab4,817cf94bb1a8
92440d439c23,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,0,10,iid,30,0.973684,0.964912,0.877193,,0.952381,0.904762,0.950000,0.053368,d2aeab4,d3bf1b795666
84354f0745ce,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,1,10,iid,30,0.982456,0.956140,2.631579,,0.945437,0.904762,0.938272,0.054441,d2aeab4,d3bf1b795666
d0518e3fc9dc,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,2,10,iid,30,0.964912,0.964912,0.000000,,0.957341,0.928571,0.951220,0.051955,d2aeab4,d3bf1b795666
6a8693f4912b,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,3,10,iid,30,0.991228,0.973684,1.754386,,0.964286,0.928571,0.962963,0.052644,d2aeab4,d3bf1b795666
ed778c657e6f,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,4,10,iid,30,0.956140,0.938596,1.754386,,0.921627,0.857143,0.911392,0.054203,d2aeab4,d3bf1b795666
8eb936a618aa,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,0,10,iid,30,0.973684,0.964912,0.877193,,0.957341,0.928571,0.951220,0.055097,d2aeab4,496adef099f6
105e4cc030e9,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,1,10,iid,30,0.982456,0.964912,1.754386,,0.957341,0.928571,0.951220,0.053266,d2aeab4,496adef099f6
d1d8713ea6e3,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,2,10,iid,30,0.964912,0.964912,0.000000,,0.957341,0.928571,0.951220,0.055460,d2aeab4,496adef099f6
d35bbf9b7c83,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,3,10,iid,30,0.991228,0.956140,3.508772,,0.945437,0.904762,0.938272,0.052121,d2aeab4,496adef099f6
c75232bcaf6a,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,4,10,iid,30,0.956140,0.938596,1.754386,,0.916667,0.833333,0.909091,0.053122,d2aeab4,496adef099f6
bb78b7af22df,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,0,10,iid,30,0.973684,0.956140,1.754386,,0.945437,0.904762,0.938272,0.053395,d2aeab4,59da98de361e
4cc1b7858401,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,1,10,iid,30,0.982456,0.947368,3.508772,,0.938492,0.904762,0.926829,0.053482,d2aeab4,59da98de361e
0d5fc51e7357,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,2,10,iid,30,0.964912,0.947368,1.754386,,0.938492,0.904762,0.926829,0.054183,d2aeab4,59da98de361e
fd7ba243069d,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,3,10,iid,30,0.991228,0.947368,4.385965,,0.943452,0.928571,0.928571,0.052809,d2aeab4,59da98de361e
af9538bd6bd5,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,4,10,iid,30,0.956140,0.929825,2.631579,,0.914683,0.857143,0.900000,0.052450,d2aeab4,59da98de361e
cb4f6f6e4ceb,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,0,10,iid,30,0.973684,0.912281,6.140351,,0.890873,0.809524,0.871795,0.053916,d2aeab4,7ba87edc05f1
211b529f882d,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,1,10,iid,30,0.982456,0.789474,19.298246,,0.798611,0.833333,0.744681,0.052833,d2aeab4,7ba87edc05f1
6d18292b22f5,2026-09-08T00:53:35+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,2,10,iid,30,0.964912,0.850877,11.403509,,0.857143,0.880952,0.813187,0.053899,d2aeab4,7ba87edc05f1
38a698a19d83,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,3,10,iid,30,0.991228,0.815789,17.543860,,0.804563,0.761905,0.752941,0.052961,d2aeab4,7ba87edc05f1
636a3217870e,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,4,10,iid,30,0.956140,0.850877,10.526316,,0.807540,0.642857,0.760563,0.053757,d2aeab4,7ba87edc05f1
cc14662684fc,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,0,10,iid,30,0.973684,0.482456,49.122807,,0.491071,0.523810,0.427184,0.053523,d2aeab4,bd5d18319e54
4fe6e562eff3,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,1,10,iid,30,0.982456,0.491228,49.122807,,0.537698,0.714286,0.508475,0.053463,d2aeab4,bd5d18319e54
326125844202,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,2,10,iid,30,0.964912,0.473684,49.122807,,0.543651,0.809524,0.531250,0.052521,d2aeab4,bd5d18319e54
b87c39e49158,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,3,10,iid,30,0.991228,0.517544,47.368421,,0.489087,0.380952,0.367816,0.054432,d2aeab4,bd5d18319e54
322733a046fa,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,4,10,iid,30,0.956140,0.657895,29.824561,,0.644841,0.595238,0.561798,0.053516,d2aeab4,bd5d18319e54
83104df151c3,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,0,10,non_iid,30,0.947368,0.947368,0.000000,,0.948413,0.952381,0.930233,0.032179,d2aeab4,1219c9b9743e
e244ee09c631,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,1,10,non_iid,30,0.982456,0.982456,0.000000,,0.981151,0.976190,0.976190,0.031115,d2aeab4,1219c9b9743e
f38e6fa31e38,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,2,10,non_iid,30,0.938596,0.938596,0.000000,,0.931548,0.904762,0.915663,0.032333,d2aeab4,1219c9b9743e
a9cab8bd4967,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,3,10,non_iid,30,0.991228,0.991228,0.000000,,0.988095,0.976190,0.987952,0.031468,d2aeab4,1219c9b9743e
70d21d360b5a,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.000000,4,10,non_iid,30,0.938596,0.938596,0.000000,,0.921627,0.857143,0.911392,0.030922,d2aeab4,1219c9b9743e
072653f8d05b,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,0,10,non_iid,30,0.947368,0.956140,-0.877193,,0.945437,0.904762,0.938272,0.051862,d2aeab4,4fc942d4f967
9736d3b71968,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,1,10,non_iid,30,0.982456,0.929825,5.263158,,0.924603,0.904762,0.904762,0.053524,d2aeab4,4fc942d4f967
34a14395a6ff,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,2,10,non_iid,30,0.938596,0.956140,-1.754386,,0.945437,0.904762,0.938272,0.052025,d2aeab4,4fc942d4f967
2d00ccc43861,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,3,10,non_iid,30,0.991228,0.982456,0.877193,,0.976190,0.952381,0.975610,0.050341,d2aeab4,4fc942d4f967
3d3eb85b3cbb,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.100000,4,10,non_iid,30,0.938596,0.912281,2.631579,,0.880952,0.761905,0.864865,0.049812,d2aeab4,4fc942d4f967
504397bd5053,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,0,10,non_iid,30,0.947368,0.938596,0.877193,,0.941468,0.952381,0.919540,0.052820,d2aeab4,81db184ba0c2
4aa1b9463e6c,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,1,10,non_iid,30,0.982456,0.412281,57.017544,,0.346230,0.095238,0.106667,0.051633,d2aeab4,81db184ba0c2
1d9b27d11c77,2026-09-08T00:53:36+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,2,10,non_iid,30,0.938596,0.956140,-1.754386,,0.945437,0.904762,0.938272,0.054509,d2aeab4,81db184ba0c2
7de931abdb04,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,3,10,non_iid,30,0.991228,0.745614,24.561404,,0.798611,1.000000,0.743363,0.050455,d2aeab4,81db184ba0c2
65238b2bd21c,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.200000,4,10,non_iid,30,0.938596,0.877193,6.140351,,0.833333,0.666667,0.800000,0.051373,d2aeab4,81db184ba0c2
ee46b814d308,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,0,10,non_iid,30,0.947368,0.649123,29.824561,,0.523810,0.047619,0.090909,0.051596,d2aeab4,7dd14072979c
dfc76dc9e2f0,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,1,10,non_iid,30,0.982456,0.342105,64.035088,,0.285714,0.071429,0.074074,0.053489,d2aeab4,7dd14072979c
94ffb61e36bf,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,2,10,non_iid,30,0.938596,0.964912,-2.631579,,0.957341,0.928571,0.951220,0.054076,d2aeab4,7dd14072979c
e22042f2f12b,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,3,10,non_iid,30,0.991228,0.692982,29.824561,,0.756944,1.000000,0.705882,0.050998,d2aeab4,7dd14072979c
966c4f0fc878,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.300000,4,10,non_iid,30,0.938596,0.842105,9.649123,,0.785714,0.571429,0.727273,0.050575,d2aeab4,7dd14072979c
9704d6bbdad0,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,0,10,non_iid,30,0.947368,0.412281,53.508772,,0.336310,0.047619,0.056338,0.058330,d2aeab4,c18759bbbea7
7316046baf20,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,1,10,non_iid,30,0.982456,0.333333,64.912281,,0.278770,0.071429,0.073171,0.062537,d2aeab4,c18759bbbea7
f8e35a82e33d,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,2,10,non_iid,30,0.938596,0.964912,-2.631579,,0.957341,0.928571,0.951220,0.054194,d2aeab4,c18759bbbea7
51d9e524a314,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,3,10,non_iid,30,0.991228,0.105263,88.596491,,0.132937,0.238095,0.163934,0.050613,d2aeab4,c18759bbbea7
ea5b9d8003bb,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.400000,4,10,non_iid,30,0.938596,0.815789,12.280702,,0.750000,0.500000,0.666667,0.051443,d2aeab4,c18759bbbea7
6cf5a25ef53c,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,0,10,non_iid,30,0.947368,0.263158,68.421053,,0.213294,0.023810,0.023256,0.052217,d2aeab4,2b9c4232527d
68738e81ac97,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,1,10,non_iid,30,0.982456,0.263158,71.929825,,0.213294,0.023810,0.023256,0.052051,d2aeab4,2b9c4232527d
308391e31128,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,2,10,non_iid,30,0.938596,0.921053,1.754386,,0.897817,0.809524,0.883117,0.054264,d2aeab4,2b9c4232527d
4189b56c6fad,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,3,10,non_iid,30,0.991228,0.105263,88.596491,,0.142857,0.285714,0.190476,0.050590,d2aeab4,2b9c4232527d
6f0b9c280c47,2026-09-08T00:53:37+00:00,s2,breast_cancer,logistic_regression,byzantine,label_flip,0.500000,4,10,non_iid,30,0.938596,0.491228,44.736842,,0.537698,0.714286,0.508475,0.051225,d2aeab4,2b9c4232527d
8a056276d1cc,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.000000,0,10,iid,30,0.952778,0.952778,0.000000,,0.952372,0.952372,0.952810,0.074912,d2aeab4,fb3ce0021b8d
9305ae7cec4e,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.000000,1,10,iid,30,0.963889,0.963889,0.000000,,0.963797,0.963797,0.963509,0.074006,d2aeab4,fb3ce0021b8d
4c9949f84f7f,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.000000,2,10,iid,30,0.958333,0.958333,0.000000,,0.958241,0.958241,0.958386,0.072935,d2aeab4,fb3ce0021b8d
32917064ef27,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.000000,3,10,iid,30,0.963889,0.963889,0.000000,,0.963951,0.963951,0.963895,0.073438,d2aeab4,fb3ce0021b8d
274daab48766,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.000000,4,10,iid,30,0.955556,0.955556,0.000000,,0.955221,0.955221,0.955193,0.074745,d2aeab4,fb3ce0021b8d
bdc9067da8cd,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.100000,0,10,iid,30,0.952778,0.961111,-0.833333,,0.960940,0.960940,0.961678,0.135760,d2aeab4,4f01ea3692f9
193bb006b8cd,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.100000,1,10,iid,30,0.963889,0.961111,0.277778,,0.960864,0.960864,0.960833,0.131487,d2aeab4,4f01ea3692f9
27664c572391,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.100000,2,10,iid,30,0.958333,0.944444,1.388889,,0.944269,0.944269,0.944629,0.132297,d2aeab4,4f01ea3692f9
80cdee4d5626,2026-09-08T00:53:38+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.100000,3,10,iid,30,0.963889,0.955556,0.833333,,0.955689,0.955689,0.955459,0.130287,d2aeab4,4f01ea3692f9
12b00dc36294,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.100000,4,10,iid,30,0.955556,0.947222,0.833333,,0.947196,0.947196,0.947303,0.131315,d2aeab4,4f01ea3692f9
de62b54a40c9,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.200000,0,10,iid,30,0.952778,0.944444,0.833333,,0.944264,0.944264,0.944875,0.128890,d2aeab4,b06da246c43f
93ed852c8bc1,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.200000,1,10,iid,30,0.963889,0.947222,1.666667,,0.946817,0.946817,0.946698,0.130625,d2aeab4,b06da246c43f
9fa2e1452823,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.200000,2,10,iid,30,0.958333,0.936111,2.222222,,0.935618,0.935618,0.936168,0.132318,d2aeab4,b06da246c43f
668d7187cb31,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.200000,3,10,iid,30,0.963889,0.938889,2.500000,,0.938943,0.938943,0.939615,0.129853,d2aeab4,b06da246c43f
a8ba92b62646,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.200000,4,10,iid,30,0.955556,0.930556,2.500000,,0.930450,0.930450,0.930230,0.132422,d2aeab4,b06da246c43f
f383ab55d062,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.300000,0,10,iid,30,0.952778,0.922222,3.055556,,0.922117,0.922117,0.922561,0.129241,d2aeab4,aa16f3b2edfc
c9ebe6466736,2026-09-08T00:53:39+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.300000,1,10,iid,30,0.963889,0.933333,3.055556,,0.933145,0.933145,0.932566,0.131503,d2aeab4,aa16f3b2edfc
600da8bd31ea,2026-09-08T00:53:40+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.300000,2,10,iid,30,0.958333,0.925000,3.333333,,0.924352,0.924352,0.924236,0.133408,d2aeab4,aa16f3b2edfc
c3a8832b5ab4,2026-09-08T00:53:40+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.300000,3,10,iid,30,0.963889,0.908333,5.555556,,0.908065,0.908065,0.908647,0.130918,d2aeab4,aa16f3b2edfc
a07ea6ef0839,2026-09-08T00:53:40+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.300000,4,10,iid,30,0.955556,0.938889,1.666667,,0.938863,0.938863,0.938720,0.129060,d2aeab4,aa16f3b2edfc
9ec88118356d,2026-09-08T00:53:40+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.400000,0,10,iid,30,0.952778,0.922222,3.055556,,0.922272,0.922272,0.923187,0.130705,d2aeab4,e13b26e37077
e138cffa0020,2026-09-08T00:53:40+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.400000,1,10,iid,30,0.963889,0.925000,3.888889,,0.925041,0.925041,0.924903,0.130499,d2aeab4,e13b26e37077
ea98aa6405b0,2026-09-08T00:53:40+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.400000,2,10,iid,30,0.958333,0.886111,7.222222,,0.885375,0.885375,0.884952,0.130099,d2aeab4,e13b26e37077
ce9e05632221,2026-09-08T00:53:40+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.400000,3,10,iid,30,0.963889,0.911111,5.277778,,0.911073,0.911073,0.911325,0.129143,d2aeab4,e13b26e37077
e51a3df775e3,2026-09-08T00:53:41+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.400000,4,10,iid,30,0.955556,0.905556,5.000000,,0.905137,0.905137,0.905383,0.131185,d2aeab4,e13b26e37077
0ee78958ddb7,2026-09-08T00:53:41+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.500000,0,10,iid,30,0.952778,0.894444,5.833333,,0.894093,0.894093,0.895349,0.128443,d2aeab4,a8d20a89fc76
3405c83211ed,2026-09-08T00:53:41+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.500000,1,10,iid,30,0.963889,0.880556,8.333333,,0.880667,0.880667,0.880264,0.129192,d2aeab4,a8d20a89fc76
f1b48c44e277,2026-09-08T00:53:41+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.500000,2,10,iid,30,0.958333,0.861111,9.722222,,0.860517,0.860517,0.860636,0.128733,d2aeab4,a8d20a89fc76
cf557987abc5,2026-09-08T00:53:41+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.500000,3,10,iid,30,0.963889,0.886111,7.777778,,0.885755,0.885755,0.886554,0.128841,d2aeab4,a8d20a89fc76
da98ba4b49fc,2026-09-08T00:53:41+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.500000,4,10,iid,30,0.955556,0.861111,9.444444,,0.860905,0.860905,0.860369,0.129377,d2aeab4,a8d20a89fc76
b38972ba49ed,2026-09-08T00:53:41+00:00,s2,digits,logistic_regression,byzantine,label_flip,0.000000,0,10,non_iid,30,0.958333,0.958333,0.000000,,0.957932,0.957932,0.958457,0.072824,d2aeab4,ba71d847d5cd
